"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050881","GO:0050881","musculoskeletal movement","22/2093","60/18384",0.366666666666667,3.22064022933588,6.17536486945436,2.95890052498189e-07,6.82055579837001e-06,4.85638327650278e-06,"Casq1/Map1a/Rem1/Mylk2/Dmd/Tnnt1/Atp2a1/Tnni2/Tnnt3/Jsrp1/Ascl1/Stac3/Cln8/Comp/Myh8/Stac2/Tcap/Scn4a/Kcnj2/Nr4a1/Tnf/Actn3",22
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","51/2093","217/18384",0.235023041474654,2.06433998780222,5.65311179243313,3.12165671721594e-07,7.16761647804505e-06,5.10349798834317e-06,"Cd28/Fzd5/Ptprc/Sh2d1b1/Fcgr2b/Fcgr3/Fcer1g/Rasgrp1/Il1b/Cd40/Was/Sash3/Btk/Fcgr1/Svep1/Tnfrsf1b/P2rx7/Lep/Ptpn6/Klrb1a/Klrb1b/Tgfb1/Spn/Ulbp1/H60b/Arg1/Cd24a/Lilrb4b/Lilrb4a/Vsir/Stat6/Il27ra/Shld2/Ripk3/Hspa8/Cadm1/Havcr2/Nlrp3/Arrb2/Serpinb9b/Rsad2/Il7r/Nckap1l/Cd80/Tnf/H2-Q10/H2-M3/Trem2/C3/Vav1/Cd226",51
"GO:0007052","GO:0007052","mitotic spindle organization","36/2093","131/18384",0.274809160305344,2.41380391928019,5.82071905692552,3.18570912476596e-07,7.28622499430907e-06,5.18794981776344e-06,"Nuf2/Nek2/Spc25/Fam110a/Tpx2/Mybl2/Flna/Kif4/Gpsm2/Cenpe/Stil/Cdc20/Cdca8/Stmn1/Tacc3/Ccnb1-ps/Prc1/Plk1/Map1s/Ccsap/Dlgap5/Kif23/Map4/Kif15/Aurkb/Birc5/Ccnb1/Plk2/Racgap1/Kifc1/Hspa1b/Hspa1a/Uhrf1/Ndc80/Incenp/Kif11",36
"GO:0032613","GO:0032613","interleukin-10 production","23/2093","65/18384",0.353846153846154,3.10803043110735,6.10241317354933,3.37289605928267e-07,7.68445078932695e-06,5.47149519857523e-06,"Cd28/Fcgr2b/Fcer1g/Cd84/Sash3/Btk/Tlr2/Isg15/Clec7a/Bcl3/Tyrobp/Pycard/Lilrb4b/Lilrb4a/Vsir/Plcg2/Prkcd/Tlr9/Cd83/Syk/Ptger4/Tnfrsf21/Trem2",23
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","21/2093","56/18384",0.375,3.29383659818442,6.16194601275297,3.53455285834795e-07,7.99080834668047e-06,5.68962840679815e-06,"Nuf2/Spc25/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Ccnb1-ps/Plk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",21
"GO:1905819","GO:1905819","negative regulation of chromosome separation","21/2093","56/18384",0.375,3.29383659818442,6.16194601275297,3.53455285834795e-07,7.99080834668047e-06,5.68962840679815e-06,"Nuf2/Spc25/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Ccnb1-ps/Plk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",21
"GO:0009165","GO:0009165","nucleotide biosynthetic process","53/2093","230/18384",0.230434782608696,2.02403872120318,5.60161255716997,3.59990009009119e-07,8.10736119906362e-06,5.77261655906537e-06,"Atp6-ps/Ndufs1/Pid1/Ndufa10/Adcy10/Atp5f1c/Ak8/Uck1/Atp5mc3/Ada/Prps1/Prps2/Ampd1/Ak2/Atp5if1/Eno1/Nos3/Dck/Atp5me/Oas1a/Slc25a13/Ndufa5/Tgfb1/Ndufab1/Aldoa/Fuom/Ndufa12/Adcy7/Ldhd/Aprt/Adk/Atp5mg/Nmnat3/Adora2b/Gmpr/Ndufs4/Rrm2/Nampt/Adss1/Ndufb9/Nme4/Trem2/Eno1b/Lipa/Entpd1/ND1/ATP8/ATP6/ND3/ND4L/ND4/ND5/ND6",53
"GO:0030888","GO:0030888","regulation of B cell proliferation","24/2093","70/18384",0.342857142857143,3.01150774691147,6.04363267450733,3.69902213376501e-07,8.29879851231706e-06,5.90892406743658e-06,"Inpp5d/Il10/Ptprc/Fcgr2b/Ada/Cd40/Nfatc2/Sash3/Btk/Vav3/Lyn/Bst1/Card11/Tyrobp/Cd22/Cd24a/Irs2/Gpr183/Tlr9/Tnfrsf13b/Cd300a/Nckap1l/Tnfrsf21/Cd74",24
"GO:0033003","GO:0033003","regulation of mast cell activation","13/2093","24/18384",0.541666666666667,4.75776397515528,6.60264149556914,3.85594674535537e-07,8.6179676688969e-06,6.13617941146005e-06,"Cd84/Lyn/Cnr2/Crlf2/Ptpn6/Ptpre/Lilrb4a/Plscr1/Milr1/Cd300a/Cd300lb/Cd300lf/Cd226",13
"GO:0002260","GO:0002260","lymphocyte homeostasis","29/2093","95/18384",0.305263157894737,2.68129856413609,5.8888514715717,4.01969797917908e-07,8.94991845515707e-06,6.37253555231899e-06,"Slc40a1/Aim2/Spta1/Cd44/Bcl2l11/Ada/Dock11/Sash3/Skil/Lyn/Pik3cd/P2rx7/Sh2b2/Pirb/Tgfb1/Coro1a/Enpp1/Cd24a/Ripk3/Ccnb2/Bcl2a1a/Tnfrsf13b/Gapt/Il7r/Nckap1l/Cd74/Pmaip1/Tcirg1/Gpam",29
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","22/2093","61/18384",0.360655737704918,3.1678428485271,6.07873706899535,4.13299217891253e-07,9.16744453873503e-06,6.52741882953573e-06,"Nuf2/Spc25/Bub1b/Knl1/Bub1/Cenpe/Cdc20/Cdca8/Kntc1/Ccnb1-ps/Plk1/Cdk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",22
"GO:0002718","GO:0002718","regulation of cytokine production involved in immune response","35/2093","127/18384",0.275590551181102,2.42066731625102,5.75835556264805,4.29148938345938e-07,9.48322353232115e-06,6.75226030416878e-06,"Fzd5/Il10/Fcer1g/Card9/Il1b/Sash3/Tlr7/Tlr2/Laptm5/Tnfrsf1b/Spon2/P2rx7/Irf5/Tril/Clec7a/Tgfb1/Pycard/Arg1/Lilrb4b/Lilrb4a/Vsir/Hmox1/Plcg2/Panx1/Tlr9/Nlrp3/Scimp/Syk/Rsad2/Tgfb3/Angpt1/Tnf/H2-M3/Cd74/Cd226",35
"GO:0006636","GO:0006636","unsaturated fatty acid biosynthetic process","19/2093","48/18384",0.395833333333333,3.47682752030578,6.15861448335911,4.75996698423111e-07,1.047382410588e-05,7.45758934205668e-06,"Pla2g4a/Ptgs2/Ptgds/Ptges/Ptges2/Il1b/Fabp5/Elovl6/Daglb/Tbxas1/Hpgds/Cd74/Fads2/Fads1/Anxa1/Scd3/Scd2/Scd4/Scd1",19
"GO:0051282","GO:0051282","regulation of sequestering of calcium ion","36/2093","133/18384",0.270676691729323,2.37750611598274,5.71472004175403,4.77540806460672e-07,1.047382410588e-05,7.45758934205668e-06,"Ptprc/Casq1/Aplnr/Plcb2/Mtln/Jph2/Flna/Dmd/Cxcr3/Ngf/Lyn/P2rx7/Snca/Clec4b1/Ptpn6/Tgfb1/Ryr1/Hrc/P2ry6/Coro1a/Tpcn2/Trdn/Jsrp1/Tmem38a/Cx3cl1/Plcg2/Cyba/Ubash3b/Ccr5/Anxa6/Ccl3/Ryr2/Fkbp1b/Slc8a1/Prkce/Diaph1",36
"GO:0050830","GO:0050830","defense response to Gram-positive bacterium","30/2093","101/18384",0.297029702970297,2.60897948371043,5.8117429784211,4.92997113123952e-07,1.07726283678163e-05,7.67034444054327e-06,"Card9/Il1b/Hck/Lbp/Tlr2/H2bc21/Fgr/P2rx7/Ncf1/Rarres2/C5ar1/Adm/Pycard/Stab2/Lyz2/Lyz1/Il27ra/Ear1/Ear10/Ear2/Rnase6/Havcr2/Nlrp3/H2bc12/Il7r/App/Myo1f/Tnf/Mpeg1/Scd1",30
"GO:1903556","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","24/2093","71/18384",0.338028169014085,2.9690921448423,5.95846513204245,4.98862731477369e-07,1.08604264282369e-05,7.73285855888506e-06,"Il10/Sirpa/Lbp/Elf4/Ptpn22/Tlr6/Gpnmb/Clec4a3/Clec4a4/Clec4a2/Ptpn6/C5ar2/Bcl3/Cd24a/Lilrb4b/Lilrb4a/Vsir/Il27ra/Cx3cl1/Havcr2/Arrb2/Rara/Ptger4/Trem2",24
"GO:0051231","GO:0051231","spindle elongation","9/2093","12/18384",0.75,6.58767319636885,6.94004582952449,5.04245823056237e-07,1.09371105089467e-05,7.78745928324568e-06,"Kif4/Cdca8/Prc1/Kif23/Aurkb/Birc5/Racgap1/Incenp/Kif11",9
"GO:0046031","GO:0046031","ADP metabolic process","33/2093","117/18384",0.282051282051282,2.4774155610276,5.7462024288427,5.09217533786011e-07,1.10043406749786e-05,7.83532861584048e-06,"Prkag3/Slc2a6/Mtch2/Pfkfb1/Aldoart1/Ak2/Trim63/Gale/Eno1/P2rx7/Mlxipl/Bpgm/Hk2/Gapdh/Ucp2/Aldoa/Enpp1/Col6a1/Pfkl/Gapdhrt2/Pkm/Pgam2/Gck/Eno3/Mlx/Slc4a1/Hk3/Gpd1/App/Eno1b/Actn3/Lipa/Entpd1",33
"GO:0003009","GO:0003009","skeletal muscle contraction","18/2093","44/18384",0.409090909090909,3.59327628892846,6.17297328823127,5.31315515965332e-07,1.14398263840448e-05,8.14540386149281e-06,"Casq1/Rem1/Mylk2/Dmd/Tnnt1/Atp2a1/Tnni2/Tnnt3/Jsrp1/Stac3/Myh8/Stac2/Tcap/Scn4a/Kcnj2/Nr4a1/Tnf/Actn3",18
"GO:0002220","GO:0002220","innate immune response activating cell surface receptor signaling pathway","27/2093","86/18384",0.313953488372093,2.75763064034045,5.8559042216422,5.3655642897259e-07,1.15105061660616e-05,8.19572939529396e-06,"Ly96/Rab7b/Lbp/Tlr2/Ptpn22/Lyn/Tlr1/Tlr6/Oas1c/Oas1g/Oas1a/Tril/Tnip3/Clec7a/Tyrobp/Mfhas1/Plcg2/Cyba/Acod1/Scimp/Ninj1/Syk/Pik3r1/Trem2/Prkce/Ticam2/Pik3ap1",27
"GO:0046032","GO:0046032","ADP catabolic process","32/2093","112/18384",0.285714285714286,2.50958978909289,5.74372784523057,5.49143764450023e-07,1.17376983543172e-05,8.35749514814657e-06,"Prkag3/Slc2a6/Mtch2/Pfkfb1/Aldoart1/Trim63/Gale/Eno1/P2rx7/Mlxipl/Bpgm/Hk2/Gapdh/Ucp2/Aldoa/Enpp1/Col6a1/Pfkl/Gapdhrt2/Pkm/Pgam2/Gck/Eno3/Mlx/Slc4a1/Hk3/Gpd1/App/Eno1b/Actn3/Lipa/Entpd1",32
"GO:0019722","GO:0019722","calcium-mediated signaling","50/2093","215/18384",0.232558139534884,2.04268936321515,5.51223337916272,5.69936016489554e-07,1.20996857552198e-05,8.61523800840848e-06,"Fhl2/Cxcr4/Ptprc/Casq1/Ncs1/Ptprj/Rem1/Ada/Nfatc2/Dmd/Cxcr3/Bst1/Ksr2/Lat2/C3ar1/Clec7a/Grin2b/Ryr1/Cd22/Homer2/Chp2/Itgal/Tpcn2/Cd24a/Kiss1r/Gna15/Tmem38a/Plcg2/Myoz1/Cacna1d/3425401B19Rik/Ackr4/Ccrl2/Ccr1/Ccr5/Trpv1/Ccl3/Ccr7/Ccr10/Ryr2/Syk/Cmya5/Fkbp1b/Nfam1/App/Jpt2/Tnf/Trem2/Slc8a1/Actn3",50
"GO:0032653","GO:0032653","regulation of interleukin-10 production","22/2093","62/18384",0.354838709677419,3.11674860903472,5.98408321654264,5.72110765009703e-07,1.20996857552198e-05,8.61523800840848e-06,"Cd28/Fcgr2b/Fcer1g/Cd84/Sash3/Btk/Tlr2/Isg15/Clec7a/Bcl3/Tyrobp/Pycard/Lilrb4b/Lilrb4a/Vsir/Plcg2/Tlr9/Cd83/Syk/Ptger4/Tnfrsf21/Trem2",22
"GO:0042119","GO:0042119","neutrophil activation","17/2093","40/18384",0.425,3.73301481127568,6.20217328563554,5.7225461720842e-07,1.20996857552198e-05,8.61523800840848e-06,"Fcgr4/Fcer1g/Spi1/Ptafr/Tyrobp/Itgam/Itgb2/Prkcd/Abr/Ccl5/Grn/Cd300a/Syk/Myo1f/Tnf/Anxa1/Plpp6",17
"GO:0009595","GO:0009595","detection of biotic stimulus","16/2093","36/18384",0.444444444444444,3.90380633858895,6.25091321657103,5.88059107041787e-07,1.23892882838409e-05,8.82144127371494e-06,"Ly96/Lbp/Tlr2/Tlr1/Tlr6/Clec7a/Pak1/Tlr9/Nlrp3/Naip2/Naip5/Naip6/Naip1/Nr4a1/Trem2/Nlrc4",16
"GO:0050921","GO:0050921","positive regulation of chemotaxis","40/2093","157/18384",0.254777070063694,2.23785076734398,5.58315205128129,6.41830906392982e-07,1.34738645277784e-05,9.59368302187405e-06,"Fn1/Cxcr4/Camk1d/Ptprj/Spi1/Mdk/Thbs1/Il1b/Lbp/Cxcr3/Lpar1/Serpine1/Met/Rarres2/C3ar1/C5ar1/Tgfb1/Ntrk3/F7/Cx3cl1/Tpbg/Ccr1/Ccl2/Ccl7/Ccl5/Ccl3/Ccr7/Nedd9/Lgmn/Rac2/Nckap1l/App/Tiam1/Gpsm3/Aif1/Pla2g7/Trem1/Trem2/Cd74/Csf1r",40
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity","24/2093","72/18384",0.333333333333333,2.92785475394171,5.87477996393275,6.68065461525888e-07,1.39251375278339e-05,9.9149991602349e-06,"Ptprc/Sh2d1b1/Fcgr2b/Cd84/Spi1/Svep1/Ptpn6/Klrb1b/Tgfb1/Spn/Arg1/Lilrb4b/Lilrb4a/Vsir/Hmox1/Havcr2/Arrb2/Abr/Cd300a/Serpinb9b/Il7r/Nckap1l/Cd80/H2-M3",24
"GO:0010324","GO:0010324","membrane invagination","24/2093","72/18384",0.333333333333333,2.92785475394171,5.87477996393275,6.68065461525888e-07,1.39251375278339e-05,9.9149991602349e-06,"Marco/Fcgr2b/Fcgr3/Fcer1g/Thbs1/Sirpa/Lbp/Fcgr1/Stap1/Arhgap25/Clec7a/Itgam/Itgb2/Msr1/Plcg2/Aurkb/Cd300a/Bin2/Nckap1l/Clcn2/Aif1/Trem2/C3/Rab31",24
"GO:0051208","GO:0051208","sequestering of calcium ion","36/2093","135/18384",0.266666666666667,2.34228380315337,5.61061714276367,7.08004732615136e-07,1.4705483456932e-05,1.04706223428595e-05,"Ptprc/Casq1/Aplnr/Plcb2/Mtln/Jph2/Flna/Dmd/Cxcr3/Ngf/Lyn/P2rx7/Snca/Clec4b1/Ptpn6/Tgfb1/Ryr1/Hrc/P2ry6/Coro1a/Tpcn2/Trdn/Jsrp1/Tmem38a/Cx3cl1/Plcg2/Cyba/Ubash3b/Ccr5/Anxa6/Ccl3/Ryr2/Fkbp1b/Slc8a1/Prkce/Diaph1",36
"GO:0006096","GO:0006096","glycolytic process","31/2093","108/18384",0.287037037037037,2.5212082603387,5.68301646106358,7.35159589055596e-07,1.5215732621369e-05,1.08339307860825e-05,"Prkag3/Slc2a6/Mtch2/Pfkfb1/Aldoart1/Trim63/Gale/Eno1/P2rx7/Mlxipl/Bpgm/Hk2/Gapdh/Ucp2/Aldoa/Enpp1/Col6a1/Pfkl/Gapdhrt2/Pkm/Pgam2/Gck/Eno3/Mlx/Slc4a1/Hk3/Gpd1/App/Eno1b/Actn3/Lipa",31
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","50/2093","217/18384",0.230414746543779,2.02386273313943,5.43812180024837,7.65292654878147e-07,1.57838253521886e-05,1.12384250998911e-05,"Cd28/Inpp5d/Il10/Ptprc/Slamf8/Dusp10/Spi1/Mdk/Cd44/Rasgrp1/Ada/Sash3/Il2rg/Rorc/Rhoh/Pf4/Card11/Actb/Fancd2/Ptpn6/Tgfb1/Nfkbid/Adam8/Vnn1/Cd24a/Prdm1/Lilrb4b/Lilrb4a/Vsir/Mmp14/Egr3/Tlr9/Nlrp3/Rara/Ccr7/Sox4/Cd83/Syk/Id2/Il7r/Nfam1/Nckap1l/Socs1/Runx1/H2-DMa/H2-Aa/H2-M3/Zfp608/Cd74/Anxa1",50
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","22/2093","63/18384",0.349206349206349,3.06727640889132,5.89132758152322,7.85119356623893e-07,1.61361243994239e-05,1.14892696427552e-05,"Nuf2/Spc25/Bub1b/Knl1/Bub1/Ube2c/Cenpe/Cdc20/Cdca8/Kntc1/Ccnb1-ps/Plk1/Ska3/Spc24/Zwilch/Ttk/Spdl1/Aurkb/Birc5/Ccnb1/Ndc80/Incenp",22
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","41/2093","164/18384",0.25,2.19589106545628,5.51389250187191,8.00174244207588e-07,1.63882376566279e-05,1.16687797358128e-05,"Nuf2/Nek2/Spc25/Nusap1/Fam110a/Tpx2/Mybl2/Flna/Kif4/Gpsm2/Cenpe/Stil/Cdc20/Cdca8/Stmn1/Cenpa/Tacc3/Ccnb1-ps/Prc1/Plk1/Gja1/Cdk1/Map1s/Ccsap/Dlgap5/Kif23/Map4/Kif15/Spdl1/Aurkb/Birc5/Ccnb1/Plk2/Racgap1/Kifc1/Hspa1b/Hspa1a/Uhrf1/Ndc80/Incenp/Kif11",41
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity","23/2093","68/18384",0.338235294117647,2.97091144149968,5.83613306748516,8.48078121009046e-07,1.72491460044677e-05,1.22817651033763e-05,"Fcgr3/Fcer1g/Cd84/Spi1/Btk/Fcgr1/Lyn/Ptafr/Fgr/Stap1/Tyrobp/Fes/Itgam/Arg1/Itgb2/Hmox1/Adora2b/Abr/Cd300a/Unc13d/Syk/Rac2/C3",23
"GO:0072678","GO:0072678","T cell migration","23/2093","68/18384",0.338235294117647,2.97091144149968,5.83613306748516,8.48078121009046e-07,1.72491460044677e-05,1.22817651033763e-05,"Itga4/Cxcr3/Ecm1/Coro1a/Spn/Itgal/Pycard/Adam8/Il27ra/Ripk3/Gpr183/Icam1/Myo1g/Cxcl16/Ccl2/Ccl5/Ccl3/Ccr7/Apod/Cd200r1/App/Aif1/Dock8",23
"GO:0043086","GO:0043086","negative regulation of catalytic activity","92/2093","491/18384",0.187372708757637,1.64580022828495,5.19895783531812,8.86129326952123e-07,1.79609247718089e-05,1.27885669835268e-05,"Serpinb8/Ptprc/Ptgs2/Ifi214/Ifi209/Dusp10/Itih5/Serping1/Ptprj/Mapk8ip1/Cd44/Thbs1/Il1b/Cst3/Trib3/Gla/Amot/Pkia/Ptx3/Ecm1/Ngf/Ptpn22/Lyn/Cdkn2c/Atp5if1/Rps6ka1/Nos3/Zfyve28/Coro1c/Serpine1/Actb/Tfpi2/Snca/Gadd45a/Mcm2/Ptpn6/Gapdh/Ptpro/Apoc1/Plaur/Arrb1/Plk1/Pycard/Lilrb4b/Lilrb4a/Pkib/Cstb/Gadd45b/Irs2/Cln8/Bag4/Gmip/Gapdhrt2/Prkcd/Itih4/Angptl8/Ubash3b/Apoc3/Cd109/Bcl2a1d/Gpx1/Serpinf1/Dusp3/Slc4a1/Grn/Cd300a/Birc5/Serpinb6b/Serpinb9b/Serpinb6a/Rgs14/Naip2/Naip5/Naip6/Naip1/Gzma/Serpina3b/Serpina3i/Serpina3j/Serpina3m/Mrtfa/Nr4a1/App/Hspa1b/Tnf/Slc8a1/Gapdh-ps15/Spry4/Camk2a/Bscl2/Hhex/Sfrp5",92
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","78/2093","397/18384",0.19647355163728,1.72573806655506,5.23980017877481,9.08977705565553e-07,1.83607249254788e-05,1.30732333417567e-05,"Ankrd23/Arpc2/Myoc/Spta1/Prkcq/Xirp2/Fmn1/Map1a/Tpx2/Prex1/Was/Mid1ip1/Fgf13/Flna/Tmsb4x/Mid1/Tlr2/Kirrel1/Tmod4/Rhoc/Synpo2/Lpar1/Stmn1/Arhgef10l/Limch1/Cit/Eln/Met/Snca/Capg/Tmsb10/Lmod3/Gmfg/Fes/Pak1/Wnt11/Arap1/Coro1a/Pycard/Arhgap18/Gja1/Col6a1/Kiss1r/Ckap2/Bag4/Map1s/Cx3cl1/Cotl1/Synpo2l/Prkcd/Diaph3/Icam1/Ldlr/Hspa8/Tpm1/Vill/Plek/Sptbn1/Sh3pxd2b/Cyfip2/Aurkb/Actg1/Pik3r1/Sptb/Tgfb3/Gpr65/Evl/Ptger4/Baiap2l2/Nckap1l/Hcls1/App/Hspa1b/Hspa1a/Trem2/Plekhh2/Prkce/Synpo",78
"GO:0051283","GO:0051283","negative regulation of sequestering of calcium ion","35/2093","131/18384",0.267175572519084,2.34675381041129,5.54466957004844,9.57291566445108e-07,1.92048607786668e-05,1.36742763302912e-05,"Ptprc/Casq1/Aplnr/Plcb2/Jph2/Flna/Dmd/Cxcr3/Ngf/Lyn/P2rx7/Snca/Clec4b1/Ptpn6/Tgfb1/Ryr1/Hrc/P2ry6/Coro1a/Tpcn2/Trdn/Jsrp1/Tmem38a/Cx3cl1/Plcg2/Cyba/Ubash3b/Ccr5/Anxa6/Ccl3/Ryr2/Fkbp1b/Slc8a1/Prkce/Diaph1",35
"GO:0002286","GO:0002286","T cell activation involved in immune response","33/2093","120/18384",0.275,2.41548017200191,5.57590543720199,9.57302519249637e-07,1.92048607786668e-05,1.36742763302912e-05,"Slc11a1/Fcer1g/Ly9/Apbb1ip/Mdk/Rorc/Pf4/Plxna1/Clec4d/Bcl3/Tgfb1/Tyrobp/Nfkbid/Spn/Itgal/Stat6/Lgals3/Lcp1/Gpr183/Icam1/Havcr2/Nlrp3/Slfn2/Rara/Ccr7/Ptger4/Nckap1l/H2-DMb2/H2-DMb1/H2-M3/Trem2/Cd74/Anxa1",33
"GO:0061760","GO:0061760","antifungal innate immune response","12/2093","22/18384",0.545454545454545,4.79103505190462,6.37717132679012,9.91676160928216e-07,1.98267771222315e-05,1.41170942207325e-05,"Card9/Spi1/Trim62/Rarres2/Clec4a1/Clec4a3/Clec4a4/Clec4b1/Clec4a2/Clec4d/Clec7a/Plcg2",12
"GO:0000022","GO:0000022","mitotic spindle elongation","8/2093","10/18384",0.8,7.02685140946011,6.83293932162156,1.01488106547099e-06,2.02219352638592e-05,1.43984553659684e-05,"Kif4/Cdca8/Prc1/Kif23/Aurkb/Birc5/Racgap1/Incenp",8
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","48/2093","207/18384",0.231884057971014,2.03676852448119,5.37681147091355,1.04026411870899e-06,2.06078956782872e-05,1.4673267530465e-05,"Prkag3/Per2/Pla2g4a/Ptgs2/Ptgds/Ptges/Ptges2/Dhrs9/Hsd17b12/Gatm/Il1b/Trib3/Acss2/Mid1ip1/Fabp5/Elovl6/Hacd4/Insig1/Acacb/Mlxipl/Daglb/Tbxas1/Hpgds/Apoc1/Ldha/Acsm5/Acsm3/Ndufab1/Tecr/Acox2/Apoc3/Pkm/Aldh1a2/Rbp1/Srebf1/Acaca/Acly/Brca1/Fasn/Cd74/Lipg/Fads2/Fads1/Anxa1/Scd3/Scd2/Scd4/Scd1",48
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","46/2093","195/18384",0.235897435897436,2.0720202874049,5.3942967532111,1.04126318755551e-06,2.06078956782872e-05,1.4673267530465e-05,"Cd28/Fn1/Myoc/Ptprj/Thbs1/Cass4/Vav3/Mup2/Mup1/Mup11/Mup3/Sesn2/Fgr/C1qtnf12/Lep/Ret/Ptpn6/Tgfb1/Hcst/Ntrk3/Adam8/Agap2/Irs2/Bag4/Mfhas1/Gdf15/Cx3cl1/Tpbg/Gpx1/Pik3r5/Arrb2/Ccl5/C1qtnf1/Gcnt2/Sema4d/Fam110c/Pik3cg/Angpt1/Hcls1/Tnf/Trem2/Vav1/Nrxn1/Hbegf/Csf1r/Pik3ap1",46
"GO:0030100","GO:0030100","regulation of endocytosis","68/2093","333/18384",0.204204204204204,1.79364075016249,5.23858962536079,1.08898544825056e-06,2.1480055251063e-05,1.5294264013579e-05,"Slc11a1/Ptprc/Fcgr2b/Fcgr3/Fcer1g/Camk1d/Aplnr/Ptprj/Ehd4/Sirpa/Hck/Lbp/Cfp/Fmr1/Il2rg/Btk/Sirpb1a/Sirpb1b/Sirpb1c/Gm5150/Ptx3/Tlr2/Fcgr1/Lpar1/Dnajc6/Fgr/Stap1/Serpine1/Actb/Snca/Clec7a/Bicd1/Apoc1/Tgfb1/Cd22/Mex3b/Arrb1/Pycard/Cnn2/Pip5k1c/Plcg2/Cyba/Lgals3/Hspa8/Apoc3/Plscr1/Dock2/Arrb2/Abr/Ccl2/Ccr7/Cd300a/Cd300lf/Actg1/H1f1/Syk/Mctp1/Plk2/Dab2/Angpt1/Arc/Il2rb/Nckap1l/Tnk2/App/Trem2/C3/Rab31",68
"GO:0002437","GO:0002437","inflammatory response to antigenic stimulus","23/2093","69/18384",0.333333333333333,2.92785475394171,5.75061549898097,1.13597397072272e-06,2.23050685929181e-05,1.58816913603701e-05,"Cd28/Il10/Fcgr2b/Fcgr4/Fcgr3/Fcer1g/Il1rn/Rasgrp1/Cysltr1/Btk/Fcgr1/Spn/Enpp1/Cd24a/Lilrb4a/Icam1/Gpx1/Cd68/Ccr7/Tnf/Trem2/C3/Cd6",23
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","31/2093","110/18384",0.281818181818182,2.47536811015072,5.56286935066474,1.13840091491586e-06,2.23050685929181e-05,1.58816913603701e-05,"Cd28/Ptprc/Spta1/Prkcq/Il1b/Sash3/Ptpn22/Card11/Lep/Coro1a/Spn/Itgal/Pycard/Cd24a/Adk/Havcr2/Ccl5/Ccr7/Slc4a1/Syk/Nckap1l/Cd86/Cd80/Rasal3/H2-DMb2/H2-DMb1/Aif1/Ccdc88b/Cd6/Anxa1/Gpam",31
"GO:0002224","GO:0002224","toll-like receptor signaling pathway","24/2093","74/18384",0.324324324324324,2.84872354437572,5.71166327093794,1.17419639277879e-06,2.2854060916403e-05,1.62725857709601e-05,"Ly96/Tlr13/Tlr8/Tlr7/Tlr2/S100a8/Tlr1/Tlr6/Tnip3/Mfhas1/Plcg2/Tlr9/Tnip1/Arrb2/Scimp/Cd300a/Cd300lf/Tifab/Cd86/App/Prkce/Ticam2/Unc93b1/Pik3ap1",24
"GO:0002752","GO:0002752","cell surface pattern recognition receptor signaling pathway","24/2093","74/18384",0.324324324324324,2.84872354437572,5.71166327093794,1.17419639277879e-06,2.2854060916403e-05,1.62725857709601e-05,"Ly96/Rab7b/Lbp/Tlr2/Ptpn22/Lyn/Tlr1/Tlr6/Oas1c/Oas1g/Oas1a/Tril/Tnip3/Clec7a/Mfhas1/Cyba/Acod1/Scimp/Ninj1/Pik3r1/Trem2/Prkce/Ticam2/Pik3ap1",24
